,ACC,ACC0,Acc1,ACC2,ECG,EMG,EDA,resp,temp,label
253,"[0.8381999731063843, -0.058600008487701416, -0.383400022983551]",0.8381999731063843,-0.058600008487701416,-0.383400022983551,[-0.0672454833984375],[-0.0040740966796875],[3.7006378173828125],[-1.068115234375],[34.7677001953125],1
254,"[0.9065999984741211, -0.03420001268386841, -0.1021999716758728]",0.9065999984741211,-0.03420001268386841,-0.1021999716758728,[-0.462982177734375],[-0.015655517578125],[10.480117797851562],[-8.49151611328125],[34.72772216796875],2
255,"[0.912600040435791, -0.03259998559951782, -0.06459999084472656]",0.912600040435791,-0.03259998559951782,-0.06459999084472656,[0.0083770751953125],[-0.0012359619140625],[9.722518920898438],[11.75079345703125],[35.258636474609375],2
256,"[0.9098000526428223, -0.03560000658035278, -0.06059998273849487]",0.9098000526428223,-0.03560000658035278,-0.06059998273849487,[0.0493011474609375],[0.0299835205078125],[10.025787353515625],[-4.05120849609375],[34.929412841796875],2
257,"[0.8378000259399414, -0.03259998559951782, -0.40380001068115234]",0.8378000259399414,-0.03259998559951782,-0.40380001068115234,[1.4368743896484375],[-0.0033416748046875],[4.5917510986328125],[4.15802001953125],[34.58489990234375],1
258,"[0.8329999446868896, 0.004600048065185547, -0.4002000093460083]",0.8329999446868896,0.004600048065185547,-0.4002000093460083,[-0.0666961669921875],[-0.0176239013671875],[3.8524627685546875],[-0.5645751953125],[34.677001953125],1
259,"[0.914199948310852, -0.059800028800964355, -0.08300000429153442]",0.914199948310852,-0.059800028800964355,-0.08300000429153442,[-0.2035675048828125],[-0.0007781982421875],[9.425735473632812],[0.946044921875],[34.614044189453125],2
260,"[0.9198000431060791, -0.03299999237060547, -0.07959997653961182]",0.9198000431060791,-0.03299999237060547,-0.07959997653961182,[-0.2962188720703125],[0.0032501220703125],[8.932113647460938],[6.81610107421875],[34.604827880859375],2
261,"[0.9054000377655029, -0.0252000093460083, -0.06639999151229858]",0.9054000377655029,-0.0252000093460083,-0.06639999151229858,[-0.0340118408203125],[-0.0067291259765625],[8.765411376953125],[12.84942626953125],[34.912445068359375],2
262,"[0.839400053024292, -0.0055999755859375, -0.3880000114440918]",0.839400053024292,-0.0055999755859375,-0.3880000114440918,[0.0908660888671875],[-0.0151519775390625],[3.7738800048828125],[-1.30767822265625],[34.7138671875],1
263,"[0.8921999931335449, -0.021600008010864258, -0.08660000562667847]",0.8921999931335449,-0.021600008010864258,-0.08660000562667847,[-0.0442657470703125],[-0.0015106201171875],[9.621810913085938],[11.96746826171875],[34.65704345703125],2
264,"[0.8264000415802002, -0.04500001668930054, -0.4225999712944031]",0.8264000415802002,-0.04500001668930054,-0.4225999712944031,[-0.0126800537109375],[-0.0045318603515625],[3.7357330322265625],[-0.89263916015625],[34.80462646484375],1
265,"[0.8221999406814575, -0.06220000982284546, -0.4318000078201294]",0.8221999406814575,-0.06220000982284546,-0.4318000078201294,[0.0591888427734375],[-0.0033416748046875],[3.72467041015625],[2.15606689453125],[34.795379638671875],1
266,"[0.9138000011444092, -0.05199998617172241, -0.08399999141693115]",0.9138000011444092,-0.05199998617172241,-0.08399999141693115,[0.029205322265625],[-0.0107574462890625],[9.70001220703125],[-3.03802490234375],[34.753875732421875],2
267,"[0.9198000431060791, -0.049799978733062744, -0.08319997787475586]",0.9198000431060791,-0.049799978733062744,-0.08319997787475586,[-0.065277099609375],[-0.0018768310546875],[10.015487670898438],[-4.56695556640625],[34.4852294921875],2
268,"[0.8220000267028809, -0.06379997730255127, -0.4398000240325928]",0.8220000267028809,-0.06379997730255127,-0.4398000240325928,[-0.0120391845703125],[-0.0172576904296875],[3.736114501953125],[-1.971435546875],[34.78924560546875],1
269,"[0.9246000051498413, -0.038999974727630615, -0.08099997043609619]",0.9246000051498413,-0.038999974727630615,-0.08099997043609619,[-0.24884033203125],[0.0089263916015625],[9.103775024414062],[-2.48260498046875],[34.46990966796875],2
270,"[0.8375999927520752, -0.010599970817565918, -0.39499998092651367]",0.8375999927520752,-0.010599970817565918,-0.39499998092651367,[-0.01080322265625],[0.0054473876953125],[3.74755859375],[-2.044677734375],[34.72467041015625],1
271,"[0.8370000123977661, 0.002599954605102539, -0.38919997215270996]",0.8370000123977661,0.002599954605102539,-0.38919997215270996,[0.0086517333984375],[-0.0194549560546875],[3.980255126953125],[0.37994384765625],[34.64166259765625],1
272,"[0.8398000001907349, -0.0055999755859375, -0.39259999990463257]",0.8398000001907349,-0.0055999755859375,-0.39259999990463257,[-0.0230255126953125],[-0.0284271240234375],[4.0645599365234375],[4.00543212890625],[34.66009521484375],1
273,"[0.9206000566482544, -0.040199995040893555, -0.13200002908706665]",0.9206000566482544,-0.040199995040893555,-0.13200002908706665,[-0.0012359619140625],[-0.01812744140625],[9.433746337890625],[0.37384033203125],[34.810791015625],2
274,"[0.910599946975708, -0.0153999924659729, -0.13179999589920044]",0.910599946975708,-0.0153999924659729,-0.13179999589920044,[0.0900421142578125],[-0.00714111328125],[9.173583984375],[0.7659912109375],[34.99267578125],2
275,"[0.8381999731063843, 0.003999948501586914, -0.38380002975463867]",0.8381999731063843,0.003999948501586914,-0.38380002975463867,[0.0025177001953125],[-0.0010528564453125],[3.7158966064453125],[-0.65155029296875],[34.740020751953125],1
276,"[0.9113999605178833, -0.02899998426437378, -0.05720001459121704]",0.9113999605178833,-0.02899998426437378,-0.05720001459121704,[-0.25360107421875],[0.0072784423828125],[9.417343139648438],[13.21868896484375],[35.102325439453125],2
277,"[0.8317999839782715, 0.016199946403503418, -0.39139997959136963]",0.8317999839782715,0.016199946403503418,-0.39139997959136963,[-0.0076446533203125],[0.00238037109375],[3.7319183349609375],[0.3692626953125],[34.78460693359375],1
278,"[0.9190000295639038, -0.04739999771118164, -0.08380001783370972]",0.9190000295639038,-0.04739999771118164,-0.08380001783370972,[0.04705810546875],[0.00531005859375],[9.618377685546875],[-0.52947998046875],[34.703125],2
279,"[0.9138000011444092, -0.024399995803833008, -0.06379997730255127]",0.9138000011444092,-0.024399995803833008,-0.06379997730255127,[-0.0322723388671875],[-0.00531005859375],[9.09881591796875],[2.07061767578125],[34.76922607421875],2
280,"[0.8229999542236328, -0.061399996280670166, -0.43699997663497925]",0.8229999542236328,-0.061399996280670166,-0.43699997663497925,[-0.0105743408203125],[0.0105743408203125],[3.7281036376953125],[0.35552978515625],[34.82000732421875],1
281,"[0.9155999422073364, -0.05460000038146973, -0.09780001640319824]",0.9155999422073364,-0.05460000038146973,-0.09780001640319824,[-0.0740203857421875],[0.0032501220703125],[10.014724731445312],[-4.901123046875],[34.5572509765625],2
282,"[0.9293999671936035, -0.03579998016357422, -0.09460002183914185]",0.9293999671936035,-0.03579998016357422,-0.09460002183914185,[-0.0828094482421875],[0.0236663818359375],[9.753036499023438],[1.91192626953125],[34.7369384765625],2
283,"[0.8329999446868896, -0.040199995040893555, -0.42100000381469727]",0.8329999446868896,-0.040199995040893555,-0.42100000381469727,[-0.0515899658203125],[0.003662109375],[3.7044525146484375],[-1.07879638671875],[34.82000732421875],1
284,"[0.9157999753952026, -0.039200007915496826, -0.07099997997283936]",0.9157999753952026,-0.039200007915496826,-0.07099997997283936,[0.321075439453125],[0.0010986328125],[10.045623779296875],[-5.70526123046875],[34.509765625],2
285,"[0.8389999866485596, -0.0054000020027160645, -0.381600022315979]",0.8389999866485596,-0.0054000020027160645,-0.381600022315979,[-0.0699920654296875],[-0.0166168212890625],[3.7693023681640625],[-1.13677978515625],[34.71234130859375],1
286,"[0.9185999631881714, -0.03380000591278076, -0.06779998540878296]",0.9185999631881714,-0.03380000591278076,-0.06779998540878296,[-0.1184234619140625],[-0.0070953369140625],[9.349822998046875],[2.64739990234375],[35.30511474609375],2
287,"[0.8206000328063965, -0.0626000165939331, -0.42320001125335693]",0.8206000328063965,-0.0626000165939331,-0.42320001125335693,[-0.3527984619140625],[-0.0051727294921875],[3.753662109375],[1.05438232421875],[34.772308349609375],1
288,"[0.8381999731063843, 0.005399942398071289, -0.39420002698898315]",0.8381999731063843,0.005399942398071289,-0.39420002698898315,[-0.05035400390625],[-0.0021514892578125],[3.9264678955078125],[0.95367431640625],[34.653961181640625],1
289,"[0.9138000011444092, -0.032199978828430176, -0.07279998064041138]",0.9138000011444092,-0.032199978828430176,-0.07279998064041138,[0.0784149169921875],[0.0166168212890625],[9.695816040039062],[11.93389892578125],[34.7369384765625],2
290,"[0.8184000253677368, -0.05940002202987671, -0.4391999840736389]",0.8184000253677368,-0.05940002202987671,-0.4391999840736389,[0.1177825927734375],[0.008148193359375],[3.7456512451171875],[4.37164306640625],[34.792327880859375],1
291,"[0.9098000526428223, -0.039200007915496826, -0.07599997520446777]",0.9098000526428223,-0.039200007915496826,-0.07599997520446777,[0.0547027587890625],[0.0098419189453125],[9.725570678710938],[-4.87213134765625],[34.82000732421875],2
292,"[0.8314000368118286, -0.002200007438659668, -0.397599995136261]",0.8314000368118286,-0.002200007438659668,-0.397599995136261,[-0.0481109619140625],[-0.0012359619140625],[3.8715362548828125],[-0.689697265625],[34.690826416015625],1
293,"[0.9093999862670898, -0.04180002212524414, -0.08459997177124023]",0.9093999862670898,-0.04180002212524414,-0.08459997177124023,[-0.1571502685546875],[0.000457763671875],[9.70916748046875],[0.17242431640625],[34.4071044921875],2
294,"[0.9134000539779663, -0.048200011253356934, -0.08520001173019409]",0.9134000539779663,-0.048200011253356934,-0.08520001173019409,[-0.0096588134765625],[0.0064544677734375],[9.581375122070312],[-10.589599609375],[34.730804443359375],2
295,"[0.8395999670028687, 0.009600043296813965, -0.3830000162124634]",0.8395999670028687,0.009600043296813965,-0.3830000162124634,[-0.0556182861328125],[0.0009613037109375],[3.725433349609375],[-1.18255615234375],[34.758453369140625],1
296,"[0.8308000564575195, 0.011399984359741211, -0.4082000255584717]",0.8308000564575195,0.011399984359741211,-0.4082000255584717,[-0.0037078857421875],[0.0060882568359375],[4.2316436767578125],[-2.06756591796875],[34.571075439453125],1
297,"[0.8312000036239624, -0.013000011444091797, -0.4197999835014343]",0.8312000036239624,-0.013000011444091797,-0.4197999835014343,[-0.0552978515625],[0.0036163330078125],[3.7746429443359375],[-2.58026123046875],[34.7369384765625],1
298,"[0.8339999914169312, -0.019800007343292236, -0.3877999782562256]",0.8339999914169312,-0.019800007343292236,-0.3877999782562256,[-0.0413360595703125],[-0.0059051513671875],[4.4773101806640625],[-1.19781494140625],[34.604827880859375],1
299,"[0.9226000308990479, -0.05019998550415039, -0.05879998207092285]",0.9226000308990479,-0.05019998550415039,-0.05879998207092285,[-0.0197296142578125],[-0.0411529541015625],[9.572982788085938],[-0.63018798828125],[34.847747802734375],2
300,"[0.8234000205993652, -0.040400028228759766, -0.43220001459121704]",0.8234000205993652,-0.040400028228759766,-0.43220001459121704,[-0.0157012939453125],[-0.0037994384765625],[3.72772216796875],[-1.98211669921875],[34.798492431640625],1
301,"[0.9057999849319458, -0.0493999719619751, -0.10900002717971802]",0.9057999849319458,-0.0493999719619751,-0.10900002717971802,[0.1569671630859375],[-0.007781982421875],[9.463119506835938],[4.88433837890625],[34.64013671875],2
302,"[0.9074000120162964, -0.02899998426437378, -0.1021999716758728]",0.9074000120162964,-0.02899998426437378,-0.1021999716758728,[-0.0142364501953125],[-0.01739501953125],[9.853744506835938],[-3.66363525390625],[34.6324462890625],2
303,"[0.9002000093460083, -0.03100001811981201, -0.05900001525878906]",0.9002000093460083,-0.03100001811981201,-0.05900001525878906,[-0.1111907958984375],[-0.00457763671875],[9.965133666992188],[-5.157470703125],[34.80462646484375],2
304,"[0.9112000465393066, -0.018599987030029297, -0.12660002708435059]",0.9112000465393066,-0.018599987030029297,-0.12660002708435059,[0.06903076171875],[-0.0159759521484375],[9.172439575195312],[0.7904052734375],[34.99884033203125],2
305,"[0.8370000123977661, -0.00700002908706665, -0.3984000086784363]",0.8370000123977661,-0.00700002908706665,-0.3984000086784363,[-0.0090179443359375],[0.0046234130859375],[3.8265228271484375],[3.15093994140625],[34.70928955078125],1
306,"[0.8201999664306641, -0.036400020122528076, -0.42339998483657837]",0.8201999664306641,-0.036400020122528076,-0.42339998483657837,[-0.0627593994140625],[-0.0168914794921875],[3.7265777587890625],[3.53851318359375],[34.801544189453125],1
307,"[0.839400053024292, -0.00959998369216919, -0.4025999903678894]",0.839400053024292,-0.00959998369216919,-0.4025999903678894,[-0.030624389648437503],[-0.0078277587890625],[3.823089599609375],[2.056884765625],[34.66009521484375],1
308,"[0.8209999799728394, -0.05620002746582031, -0.4413999915122986]",0.8209999799728394,-0.05620002746582031,-0.4413999915122986,[-0.02581787109375],[-4.57763671875e-05],[3.729248046875],[-2.53143310546875],[34.833892822265625],1
309,"[0.8209999799728394, -0.05779999494552612, -0.4431999921798706]",0.8209999799728394,-0.05779999494552612,-0.4431999921798706,[-0.0338287353515625],[0.0022430419921875],[3.7128448486328125],[0.81329345703125],[34.729248046875],1
310,"[0.9018000364303589, -0.02899998426437378, -0.09460002183914185]",0.9018000364303589,-0.02899998426437378,-0.09460002183914185,[0.0084686279296875],[0.0102081298828125],[9.868621826171875],[-1.75628662109375],[34.65087890625],2
311,"[0.9112000465393066, -0.047599971294403076, -0.09380000829696655]",0.9112000465393066,-0.047599971294403076,-0.09380000829696655,[1.4170989990234375],[0.0087432861328125],[10.148239135742188],[-3.99627685546875],[34.482147216796875],2
312,"[0.9113999605178833, -0.05699998140335083, -0.07499998807907104]",0.9113999605178833,-0.05699998140335083,-0.07499998807907104,[0.0060882568359375],[-0.0033416748046875],[9.774398803710938],[-3.78265380859375],[34.387237548828125],2
313,"[0.8370000123977661, -0.0073999762535095215, -0.39639997482299805]",0.8370000123977661,-0.0073999762535095215,-0.39639997482299805,[0.00457763671875],[-0.00677490234375],[3.8394927978515625],[0.36773681640625],[34.698486328125],1
314,"[0.8344000577926636, -0.02039998769760132, -0.4057999849319458]",0.8344000577926636,-0.02039998769760132,-0.4057999849319458,[0.0010528564453125],[0.0029754638671875],[3.6899566650390625],[-1.14593505859375],[34.747711181640625],1
315,"[0.8990000486373901, -0.02740001678466797, -0.13419997692108154]",0.8990000486373901,-0.02740001678466797,-0.13419997692108154,[-0.1214447021484375],[-0.00274658203125],[10.06317138671875],[-6.21795654296875],[34.614044189453125],2
316,"[0.8295999765396118, -0.0040000081062316895, -0.3978000283241272]",0.8295999765396118,-0.0040000081062316895,-0.3978000283241272,[-0.0062255859375],[-0.020599365234375],[3.7799835205078125],[-1.90277099609375],[34.706207275390625],1
317,"[0.9082000255584717, -0.04780000448226929, -0.12940001487731934]",0.9082000255584717,-0.04780000448226929,-0.12940001487731934,[0.0020599365234375],[0.0031585693359375],[10.540390014648438],[-11.98883056640625],[34.60943603515625],2
318,"[0.829800009727478, -0.0073999762535095215, -0.40619999170303345]",0.829800009727478,-0.0073999762535095215,-0.40619999170303345,[-0.0204620361328125],[-0.00823974609375],[3.807830810546875],[2.68096923828125],[34.7000732421875],1
319,"[0.9121999740600586, -0.027000010013580322, -0.049799978733062744]",0.9121999740600586,-0.027000010013580322,-0.049799978733062744,[-0.2167510986328125],[-0.0114898681640625],[9.903335571289062],[20.70159912109375],[35.076080322265625],2
320,"[0.5789999961853027, -0.07059997320175171, -0.7585999965667725]",0.5789999961853027,-0.07059997320175171,-0.7585999965667725,[-0.02471923828125],[-0.0037994384765625],[6.3564300537109375],[-0.1190185546875],[33.87188720703125],1
321,"[0.5750000476837158, -0.05699998140335083, -0.7702000141143799]",0.5750000476837158,-0.05699998140335083,-0.7702000141143799,[-0.1779327392578125],[-0.0015106201171875],[6.9431304931640625],[-1.043701171875],[33.459747314453125],1
322,"[0.4838000535964966, -0.03140002489089966, -0.8410000205039978]",0.4838000535964966,-0.03140002489089966,-0.8410000205039978,[-0.0774078369140625],[0.011993408203125],[6.211090087890625],[2.191162109375],[33.953948974609375],1
323,"[0.6854000091552734, 0.0578000545501709, -0.6376000046730042]",0.6854000091552734,0.0578000545501709,-0.6376000046730042,[-0.021697998046875],[-0.0038909912109375],[10.833358764648438],[-4.99420166015625],[33.6201171875],2
324,"[0.7000000476837158, -0.008199989795684814, -0.6200000047683716]",0.7000000476837158,-0.008199989795684814,-0.6200000047683716,[0.0076446533203125],[0.0058135986328125],[8.346176147460938],[-3.20587158203125],[34.02703857421875],2
325,"[0.7208000421524048, 0.007200002670288086, -0.5914000272750854]",0.7208000421524048,0.007200002670288086,-0.5914000272750854,[0.0773162841796875],[-0.005950927734375],[9.24530029296875],[4.35333251953125],[33.9935302734375],2
326,"[0.711400032043457, -0.004199981689453125, -0.6033999919891357]",0.711400032043457,-0.004199981689453125,-0.6033999919891357,[0.080841064453125],[0.0016937255859375],[9.064102172851562],[4.47845458984375],[34.030059814453125],2
327,"[0.7029999494552612, 0.012199997901916504, -0.628000020980835]",0.7029999494552612,0.012199997901916504,-0.628000020980835,[-0.0573577880859375],[-0.00091552734375],[10.251235961914062],[-0.17242431640625],[33.592864990234375],2
328,"[0.6169999837875366, -0.012199997901916504, -0.7006000280380249]",0.6169999837875366,-0.012199997901916504,-0.7006000280380249,[-0.24700927734374997],[-0.0066375732421875],[6.2473297119140625],[0.653076171875],[33.96612548828125],1
329,"[0.5405999422073364, -0.02319997549057007, -0.7870000004768372]",0.5405999422073364,-0.02319997549057007,-0.7870000004768372,[-0.02398681640625],[-0.0085601806640625],[6.1798095703125],[-2.60162353515625],[33.803558349609375],1
330,"[0.587399959564209, -0.047200024127960205, -0.7590000033378601]",0.587399959564209,-0.047200024127960205,-0.7590000033378601,[-0.3238677978515625],[-0.01043701171875],[8.249282836914062],[-1.94549560546875],[33.5867919921875],1
331,"[0.5401999950408936, -0.022599995136260986, -0.7842000126838684]",0.5401999950408936,-0.022599995136260986,-0.7842000126838684,[0.08184814453125],[0.0259552001953125],[6.1824798583984375],[-2.1026611328125],[33.811126708984375],1
332,"[0.7990000247955322, -0.0054000020027160645, -0.4570000171661377]",0.7990000247955322,-0.0054000020027160645,-0.4570000171661377,[-0.196746826171875],[0.0146484375],[8.966064453125],[11.31134033203125],[33.608001708984375],2
333,"[0.5800000429153442, -0.04780000448226929, -0.7574000358581543]",0.5800000429153442,-0.04780000448226929,-0.7574000358581543,[0.0148773193359375],[-0.0136871337890625],[7.2589874267578125],[-1.275634765625],[33.4537353515625],1
334,"[0.7541999816894531, 0.008800029754638672, -0.545799970626831]",0.7541999816894531,0.008800029754638672,-0.545799970626831,[-0.0365753173828125],[-0.0120391845703125],[8.028793334960938],[-2.49176025390625],[34.11993408203125],2
335,"[0.7209999561309814, 0.001199960708618164, -0.587399959564209]",0.7209999561309814,0.001199960708618164,-0.587399959564209,[-0.32281494140625],[-0.0014190673828125],[10.712814331054688],[6.34002685546875],[33.592864990234375],2
336,"[0.7561999559402466, 0.008999943733215332, -0.5496000051498413]",0.7561999559402466,0.008999943733215332,-0.5496000051498413,[0.046417236328125],[0.0010986328125],[8.06121826171875],[3.47747802734375],[34.097076416015625],2
337,"[0.6069999933242798, -0.05500000715255737, -0.7416000366210938]",0.6069999933242798,-0.05500000715255737,-0.7416000366210938,[-0.1351318359375],[-0.0137786865234375],[9.302902221679688],[-0.79193115234375],[33.583770751953125],1
338,"[0.5593999624252319, -0.05419999361038208, -0.776199996471405]",0.5593999624252319,-0.05419999361038208,-0.776199996471405,[-0.1871795654296875],[0.0354766845703125],[6.5601348876953125],[3.04718017578125],[33.71405029296875],1
339,"[0.6950000524520874, 0.017799973487854004, -0.6563999652862549]",0.6950000524520874,0.017799973487854004,-0.6563999652862549,[-0.274017333984375],[0.0014190673828125],[7.87506103515625],[-1.397705078125],[34.240478515625],2
340,"[0.7258000373840332, 0.003399968147277832, -0.6101999878883362]",0.7258000373840332,0.003399968147277832,-0.6101999878883362,[0.10638427734375],[-0.0147857666015625],[8.50982666015625],[7.22503662109375],[34.0391845703125],2
341,"[0.7206000089645386, -0.000599980354309082, -0.5825999975204468]",0.7206000089645386,-0.000599980354309082,-0.5825999975204468,[-0.1058807373046875],[-0.0070953369140625],[10.396957397460938],[6.79168701171875],[33.6822509765625],2
342,"[0.5721999406814575, -0.025399982929229736, -0.7698000073432922]",0.5721999406814575,-0.025399982929229736,-0.7698000073432922,[0.009246826171875],[0.001556396484375],[6.2274932861328125],[-1.89056396484375],[33.626190185546875],1
343,"[0.7128000259399414, 0.008000016212463379, -0.6238000392913818]",0.7128000259399414,0.008000016212463379,-0.6238000392913818,[-0.0579071044921875],[-0.01153564453125],[10.64300537109375],[7.79876708984375],[33.680694580078125],2
344,"[0.542199969291687, -0.05720001459121704, -0.7842000126838684]",0.542199969291687,-0.05720001459121704,-0.7842000126838684,[-0.03826904296875],[-0.0144195556640625],[6.4479827880859375],[3.57513427734375],[33.726165771484375],1
345,"[0.5778000354766846, -0.05299997329711914, -0.7698000073432922]",0.5778000354766846,-0.05299997329711914,-0.7698000073432922,[-0.0157928466796875],[-0.0393218994140625],[6.58416748046875],[-2.19573974609375],[33.779266357421875],1
346,"[0.7194000482559204, 0.003600001335144043, -0.597000002861023]",0.7194000482559204,0.003600001335144043,-0.597000002861023,[-0.0016937255859375],[-0.010711669921875],[8.274459838867188],[-0.396728515625],[33.944854736328125],2
347,"[0.6990000009536743, 0.004600048065185547, -0.6326000094413757]",0.6990000009536743,0.004600048065185547,-0.6326000094413757,[-0.0382232666015625],[-0.003570556640625],[7.9608917236328125],[-0.08697509765625],[34.1611328125],2
348,"[0.5160000324249268, -0.018999993801116943, -0.8136000037193298]",0.5160000324249268,-0.018999993801116943,-0.8136000037193298,[-0.0668792724609375],[-4.57763671875e-05],[6.2015533447265625],[-2.4810791015625],[33.893157958984375],1
349,"[0.760200023651123, -0.017000019550323486, -0.5879999995231628]",0.760200023651123,-0.017000019550323486,-0.5879999995231628,[-0.2821197509765625],[-0.020965576171875],[8.765029907226562],[-0.55084228515625],[33.862762451171875],2
350,"[0.6086000204086304, -0.04559999704360962, -0.7261999845504761]",0.6086000204086304,-0.04559999704360962,-0.7261999845504761,[0.1675872802734375],[-0.0371246337890625],[8.71734619140625],[-4.998779296875],[33.5565185546875],1
351,"[0.5642000436782837, -0.05500000715255737, -0.7688000202178955]",0.5642000436782837,-0.05500000715255737,-0.7688000202178955,[-0.0174407958984375],[0.00311279296875],[6.4228057861328125],[0.16021728515625],[33.71856689453125],1
352,"[0.5657999515533447, -0.031599998474121094, -0.777400016784668]",0.5657999515533447,-0.031599998474121094,-0.777400016784668,[0.0786895751953125],[-0.0105743408203125],[6.2198638916015625],[-7.2662353515625],[33.674652099609375],1
353,"[0.7026000022888184, -0.040400028228759766, -0.590999960899353]",0.7026000022888184,-0.040400028228759766,-0.590999960899353,[-0.0233001708984375],[0.0100250244140625],[8.03985595703125],[-1.470947265625],[34.319915771484375],2
354,"[0.7511999607086182, 0.001399993896484375, -0.5709999799728394]",0.7511999607086182,0.001399993896484375,-0.5709999799728394,[-0.0745697021484375],[-0.009979248046875],[7.7533721923828125],[-4.9346923828125],[34.289337158203125],2
355,"[0.5185999870300293, -0.02619999647140503, -0.795799970626831]",0.5185999870300293,-0.02619999647140503,-0.795799970626831,[0.0845489501953125],[0.00640869140625],[6.2046051025390625],[-1.29547119140625],[33.862762451171875],1
356,"[0.6965999603271484, -0.0026000142097473145, -0.628000020980835]",0.6965999603271484,-0.0026000142097473145,-0.628000020980835,[-0.1264801025390625],[-0.0074615478515625],[9.663772583007812],[-2.24761962890625],[33.71405029296875],2
357,"[0.5837999582290649, -0.046999990940093994, -0.7685999870300293]",0.5837999582290649,-0.046999990940093994,-0.7685999870300293,[-0.0775909423828125],[-0.0181732177734375],[7.3200225830078125],[-0.73699951171875],[33.508148193359375],1
358,"[0.7130000591278076, 0.009400010108947754, -0.6122000217437744]",0.7130000591278076,0.009400010108947754,-0.6122000217437744,[-0.2584075927734375],[0.00311279296875],[10.35919189453125],[1.99737548828125],[33.577728271484375],2
359,"[0.7330000400543213, -0.001399993896484375, -0.5626000165939331]",0.7330000400543213,-0.001399993896484375,-0.5626000165939331,[-0.32171630859375],[-0.0045318603515625],[8.917999267578125],[-4.388427734375],[33.850616455078125],2
360,"[0.5978000164031982, -0.056599974632263184, -0.746999979019165]",0.5978000164031982,-0.056599974632263184,-0.746999979019165,[-0.0740203857421875],[-0.0106658935546875],[8.097457885742188],[-1.53045654296875],[33.5247802734375],1
361,"[0.746399998664856, 0.003399968147277832, -0.5637999773025513]",0.746399998664856,0.003399968147277832,-0.5637999773025513,[-0.1025848388671875],[-0.0042572021484375],[10.356521606445312],[7.84759521484375],[33.589813232421875],2
362,"[0.7186000347137451, -0.0034000277519226074, -0.5925999879837036]",0.7186000347137451,-0.0034000277519226074,-0.5925999879837036,[-0.348541259765625],[-0.0018768310546875],[9.967041015625],[-0.52947998046875],[33.707977294921875],2
363,"[0.6069999933242798, -0.058399975299835205, -0.7324000000953674]",0.6069999933242798,-0.058399975299835205,-0.7324000000953674,[-0.054473876953125],[-0.0211029052734375],[9.453964233398438],[-4.00238037109375],[33.5867919921875],1
364,"[0.7064000368118286, 0.004199981689453125, -0.6277999877929688]",0.7064000368118286,0.004199981689453125,-0.6277999877929688,[0.027557373046875],[-0.0113983154296875],[10.644912719726562],[2.14996337890625],[33.66552734375],2
365,"[0.5673999786376953, -0.05940002202987671, -0.7813999652862549]",0.5673999786376953,-0.05940002202987671,-0.7813999652862549,[-0.0820770263671875],[-0.011260986328125],[6.5921783447265625],[-1.43890380859375],[33.779266357421875],1
366,"[0.7258000373840332, 0.007400035858154297, -0.590999960899353]",0.7258000373840332,0.007400035858154297,-0.590999960899353,[-0.2707672119140625],[-0.0060882568359375],[10.708999633789062],[6.22406005859375],[33.59588623046875],2
367,"[0.5767999887466431, -0.03780001401901245, -0.7509999871253967]",0.5767999887466431,-0.03780001401901245,-0.7509999871253967,[0.1402130126953125],[-0.00860595703125],[6.2343597412109375],[3.52325439453125],[33.641326904296875],1
368,"[0.5778000354766846, -0.04900002479553223, -0.7541999816894531]",0.5778000354766846,-0.04900002479553223,-0.7541999816894531,[-0.00860595703125],[-0.0089263916015625],[6.8439483642578125],[-0.36468505859375],[33.577728271484375],1
369,"[0.7125999927520752, 0.004999995231628418, -0.6119999885559082]",0.7125999927520752,0.004999995231628418,-0.6119999885559082,[1.3866119384765625],[-0.0118560791015625],[8.156204223632812],[-0.77362060546875],[34.036163330078125],2
370,"[0.5789999961853027, -0.04640001058578491, -0.7558000087738037]",0.5789999961853027,-0.04640001058578491,-0.7558000087738037,[-0.0331878662109375],[0.0185394287109375],[7.1926116943359375],[-3.01361083984375],[33.414459228515625],1
371,"[0.687000036239624, 0.003600001335144043, -0.6417999863624573]",0.687000036239624,0.003600001335144043,-0.6417999863624573,[0.0180816650390625],[-0.0095672607421875],[10.565567016601562],[0.50811767578125],[33.609527587890625],2
372,"[0.5706000328063965, -0.05500000715255737, -0.767799973487854]",0.5706000328063965,-0.05500000715255737,-0.767799973487854,[-0.0300750732421875],[-0.0095672607421875],[6.3777923583984375],[-2.74810791015625],[33.79595947265625],1
373,"[0.7394000291824341, 0.0003999471664428711, -0.5515999794006348]",0.7394000291824341,0.0003999471664428711,-0.5515999794006348,[-0.0209197998046875],[-0.0053558349609375],[8.803939819335938],[-0.76141357421875],[33.856689453125],2
374,"[0.7034000158309937, 0.005800008773803711, -0.6340000033378601]",0.7034000158309937,0.005800008773803711,-0.6340000033378601,[0.6397247314453125],[0.0097503662109375],[10.760879516601562],[4.92095947265625],[33.67767333984375],2
375,"[0.5834000110626221, -0.02499997615814209, -0.7569999694824219]",0.5834000110626221,-0.02499997615814209,-0.7569999694824219,[-0.3615875244140625],[0.0015106201171875],[6.2835693359375],[-0.30670166015625],[33.8323974609375],1
